,Company Name,Industry,Symbol,eps,bv,insider_h,inst_h,float_pc
219,IIFL Wealth Management Ltd.,FINANCIAL SERVICES,IIFLWAM,41.76,322.184,48.379,44.012,0.33202114521213444
220,IOL Chem and Pharma Ltd.,PHARMA,IOLCP,79.25,186.488,63.54,2.819,0.33100000851708955
221,IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,3.33,196.125,58.634995999999994,21.556998999999998,0.3550192592980741
222,IRCON International Ltd.,CONSTRUCTION,IRCON,3.571,44.628,149.131,0.6689999999999999,0.2657005723479646
223,ITC Ltd.,CONSUMER GOODS,ITC,10.784,48.064,29.78,44.451,0.6887634154139208
224,ITI Ltd.,TELECOM,ITI,-1.779,23.92,97.833997,0.017999999,0.02146501888896133
225,India Cements Ltd.,CEMENT & CEMENT PRODUCTS,INDIACEM,7.01,213.759,56.35,19.414,0.36529927660607947
226,Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,27.72,362.126,22.886999,35.127,0.8076355793158083
227,Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,0.1,67.675,43.423,16.658,0.5912191948339873
228,Indiamart Intermesh Ltd.,CONSUMER SERVICES,INDIAMART,94.58,543.715,55.448,24.545999,0.42722980706748515
229,Indian Bank,FINANCIAL SERVICES,INDIANB,27.88,349.444,88.063,5.049,0.11933838946440425
230,Indian Energy Exchange Ltd.,FINANCIAL SERVICES,IEX,6.9,17.617,26.548,45.628,0.6207366209632657
231,Indian Hotels Co. Ltd.,CONSUMER SERVICES,INDHOTEL,-6.055,30.678,45.633,34.384,0.5734392350284584
232,Indian Oil Corporation Ltd.,OIL & GAS,IOC,23.57,121.794,73.337,15.456,0.2392564408428927
233,Indian Overseas Bank,FINANCIAL SERVICES,IOB,0.2,10.174,95.838,1.4730001,0.03605422883234244
234,Indian Railway Catering And Tourism Corporation Ltd.,SERVICES,IRCTC,14.792,83.545,67.39700400000001,14.559,0.3085
235,Indo Count Industries Ltd.,TEXTILES,ICIL,12.7,65.027,62.671,8.154,0.3450091590678825
236,Indoco Remedies Ltd.,PHARMA,INDOCO,10.1,83.359,60.01499999999999,19.805999,0.3625050026912526
237,Indraprastha Gas Ltd.,OIL & GAS,IGL,15.543,79.741,50.023996999999994,30.570999999999998,0.5004317707969524
238,Indus Towers Ltd.,TELECOM,INDUSTOWER,15.728,74.352,85.066,20.684,0.2525281043358287
239,IndusInd Bank Ltd.,FINANCIAL SERVICES,INDUSINDBK,39.96,568.756,18.204,33.882,0.6754869722862774
240,Infibeam Avenues Ltd.,IT,INFIBEAM,0.52,20.538,74.71800400000001,4.2930003,0.2892793784068743
241,Info Edge (India) Ltd.,CONSUMER SERVICES,NAUKRI,97.173,354.479,47.787,33.96,0.533187228227109
242,Infosys Ltd.,IT,INFY,44.509,2.46,14.791000000000002,58.472,0.8642235331129854
243,Ingersoll Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,22.92,142.683,76.71600600000001,4.848,0.2488173150025342
244,Inox Leisure Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,INOXLEISUR,-32.22,56.545,47.456002000000005,37.612998,0.49001227010857523
245,Intellect Design Arena Ltd.,IT,INTELLECT,19.55,104.882,48.167,12.864,0.7766064419779214
246,InterGlobe Aviation Ltd.,SERVICES,INDIGO,-143.681,47.983,77.365994,10.317001000000001,0.24832693715266083
247,Ipca Laboratories Ltd.,PHARMA,IPCALAB,90.11,370.385,46.679002000000004,32.674,0.530555363730962
248,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,JBCHEPHARM,51.393,210.343,56.521,16.245002,0.40670610175997296
249,J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,86.252,427.908,57.913000000000004,30.692000000000004,0.42494085535834925
250,JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,34.45,177.936,52.830005,30.564999999999998,0.472485102405031
251,JK Paper Ltd.,PAPER AND JUTE,JKPAPER,13.73,146.195,56.679,2.118,0.36865770770120776
252,JK Tyre & Industries Ltd.,AUTOMOBILE,JKTYRE,12.97,108.538,63.212,2.6870001,0.3236349582746296
253,JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,6.32,75.263,30.256,57.907003,0.3661938885389026
254,JSW Energy Ltd.,POWER,JSWENERGY,4.851,79.234,69.128,12.46,0.2483040801622483
255,JSW Steel Ltd.,METALS,JSWSTEEL,32.71,194.386,55.477,13.561,0.3499344734432234
256,JTEKT India Ltd.,AUTOMOBILE,JTEKTINDIA,0.48,24.593,78.129,4.5819998,0.209003546302356
257,Jamna Auto Industries Ltd.,AUTOMOBILE,JAMNAAUTO,1.83,14.531,60.874003,15.371001000000001,0.4254550674590427
258,Jindal Saw Ltd.,METALS,JINDALSAW,10.02,219.239,63.486,7.063999999999999,0.355693156899024
259,Jindal Stainless (Hisar) Ltd.,METALS,JSLHISAR,29.4,125.913,51.632999999999996,23.992,0.354159086895659
260,Jindal Stainless Ltd.,METALS,JSL,8.48,65.723,64.68599400000001,19.075,0.3068755190924212
261,Jindal Steel & Power Ltd.,METALS,JINDALSTEL,35.63,311.966,26.400997999999998,22.691,0.3862117981596219
262,Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,12.2,264.825,74.778,13.99,0.2461529408736011
263,Jubilant Foodworks Ltd.,CONSUMER SERVICES,JUBLFOOD,12.078,85.167,43.344003,34.374002,0.5630625980343869
264,Justdial Ltd.,CONSUMER SERVICES,JUSTDIAL,33.0,204.338,47.868,31.154,0.46683523143330635
265,Jyothy Labs Ltd.,CONSUMER GOODS,JYOTHYLAB,5.43,38.991,64.66,23.773001,0.37026714748858874
266,K.P.R. Mill Ltd.,TEXTILES,KPRMILL,74.88,341.492,74.732,18.731001,0.25271929952041855
267,KEI Industries Ltd.,INDUSTRIAL MANUFACTURING,KEI,30.18,198.022,44.72,35.287,0.5642949895053608
268,KNR Constructions Ltd.,CONSTRUCTION,KNRCON,14.49,69.886,55.035000000000004,33.236998,0.4420333189813979
269,KPIT Technologies Ltd.,IT,KPITTECH,5.19,44.622,50.785000000000004,29.137,0.5046075821466091
270,KRBL Ltd.,CONSUMER GOODS,KRBL,24.24,144.858,74.767,3.3930000000000002,0.25541988189812653
271,KSB Ltd.,INDUSTRIAL MANUFACTURING,KSB,36.456,255.867,69.864,13.670999,0.2943903665270428
272,Kajaria Ceramics Ltd.,CONSUMER GOODS,KAJARIACER,14.5,111.827,47.902,32.683,0.4350004023133015
273,Kalpataru Power Transmission Ltd.,POWER,KALPATPOWR,44.25,251.09,55.375,28.955,0.5935977929391933
274,Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,9.83,75.332,75.067,11.4580005,0.24964711831069547
275,Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,4.5,87.355,18.017,27.624,0.8306945039559928
276,Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,52.23,209.219,60.683,19.0,0.42392435822845026
277,Kec International Ltd.,POWER,KEC,21.5,130.722,4.579,80.82000000000001,0.5834042623537465
278,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,50.49,421.683,29.516,59.205,0.7395386675514815
279,L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,,,,,
280,L&T Technology Services Ltd.,IT,LTTS,,,,,
281,LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,,,,,
282,La Opala RG Ltd.,CONSUMER GOODS,LAOPALA,,,,,
283,Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,,,,,
284,Larsen & Toubro Infotech Ltd.,IT,LTI,,,,,
285,Larsen & Toubro Ltd.,CONSTRUCTION,LT,,,,,
286,Laurus Labs Ltd.,PHARMA,LAURUSLABS,,,,,
287,Lemon Tree Hotels Ltd.,CONSUMER SERVICES,LEMONTREE,,,,,
288,Linde India Ltd.,CHEMICALS,LINDEINDIA,,,,,
289,Lupin Ltd.,PHARMA,LUPIN,,,,,
290,Lux Industries Ltd.,TEXTILES,LUXIND,,,,,
291,MAS Financial Services Ltd.,FINANCIAL SERVICES,MASFIN,,,,,
292,MMTC Ltd.,SERVICES,MMTC,,,,,
293,MOIL Ltd.,METALS,MOIL,,,,,
294,MRF Ltd.,AUTOMOBILE,MRF,,,,,
295,Mahanagar Gas Ltd.,OIL & GAS,MGL,,,,,
296,Maharashtra Scooters Ltd.,FINANCIAL SERVICES,MAHSCOOTER,,,,,
297,Maharashtra Seamless Ltd.,METALS,MAHSEAMLES,,,,,
298,Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,,,,,
299,Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,,,,,
300,Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,,,,,
301,Mahindra Holidays & Resorts India Ltd.,CONSUMER SERVICES,MHRIL,,,,,
302,Mahindra Logistics Ltd.,SERVICES,MAHLOG,,,,,
303,Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,,,,,
304,Mangalore Refinery & Petrochemicals Ltd.,OIL & GAS,MRPL,,,,,
305,Marico Ltd.,CONSUMER GOODS,MARICO,,,,,
306,Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,,,,,
307,Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,,,,,
308,Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,,,,,
309,Mazagoan Dock Shipbuilders Ltd.,INDUSTRIAL MANUFACTURING,MAZDOCK,,,,,
310,Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,,,,,
311,MindTree Ltd.,IT,MINDTREE,,,,,
312,Minda Corporation Ltd.,AUTOMOBILE,MINDACORP,,,,,
313,Minda Industries Ltd.,AUTOMOBILE,MINDAIND,,,,,
314,Mishra Dhatu Nigam Ltd.,METALS,MIDHANI,,,,,
315,Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,,,,,
316,Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,,,,,
317,MphasiS Ltd.,IT,MPHASIS,,,,,
318,Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES,MCX,,,,,
319,Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,,,,,
320,NATCO Pharma Ltd.,PHARMA,NATCOPHARM,,,,,
321,NBCC (India) Ltd.,CONSTRUCTION,NBCC,,,,,
322,NCC Ltd.,CONSTRUCTION,NCC,,,,,
323,NESCO Ltd.,SERVICES,NESCO,,,,,
324,NHPC Ltd.,POWER,NHPC,,,,,
325,NLC India Ltd.,POWER,NLCINDIA,,,,,
326,NMDC Ltd.,METALS,NMDC,,,,,
327,NOCIL Ltd.,CHEMICALS,NOCIL,,,,,
328,NTPC Ltd.,POWER,NTPC,,,,,
329,Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,,,,,
330,National Aluminium Co. Ltd.,METALS,NATIONALUM,,,,,
331,National Fertilizers Ltd.,FERTILISERS & PESTICIDES,NFL,,,,,
332,Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,,,,,
333,Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,,,,,
334,Network18 Media & Investments Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,NETWORK18,,,,,
335,Nilkamal Ltd.,INDUSTRIAL MANUFACTURING,NILKAMAL,,,,,
336,Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,,,,,
337,Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,,,,,
338,Oil & Natural Gas Corporation Ltd.,OIL & GAS,ONGC,,,,,
339,Oil India Ltd.,OIL & GAS,OIL,,,,,
340,Oracle Financial Services Software Ltd.,IT,OFSS,,,,,
341,Orient Electric Ltd.,CONSUMER GOODS,ORIENTELEC,,,,,
342,Orient Refractories Ltd.,INDUSTRIAL MANUFACTURING,ORIENTREF,,,,,
343,PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,,,,,
344,PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,,,,,
345,PNC Infratech Ltd.,CONSTRUCTION,PNCINFRA,,,,,
346,PVR Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,PVR,,,,,
347,Page Industries Ltd.,TEXTILES,PAGEIND,,,,,
348,Persistent Systems Ltd.,IT,PERSISTENT,,,,,
349,Petronet LNG Ltd.,OIL & GAS,PETRONET,,,,,
350,Pfizer Ltd.,PHARMA,PFIZER,,,,,
351,Phillips Carbon Black Ltd.,CHEMICALS,PHILIPCARB,,,,,
352,Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,,,,,
353,Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,,,,,
354,Piramal Enterprises Ltd.,FINANCIAL SERVICES,PEL,,,,,
355,Poly Medicure Ltd.,HEALTHCARE SERVICES,POLYMED,,,,,
356,Polycab India Ltd.,INDUSTRIAL MANUFACTURING,POLYCAB,,,,,
357,Polyplex Corporation Ltd.,INDUSTRIAL MANUFACTURING,POLYPLEX,,,,,
358,Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,,,,,
359,Power Grid Corporation of India Ltd.,POWER,POWERGRID,,,,,
360,Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,,,,,
361,Prince Pipes and Fittings Ltd.,INDUSTRIAL MANUFACTURING,PRINCEPIPE,,,,,
362,Prism Johnson Ltd.,CEMENT & CEMENT PRODUCTS,PRSMJOHNSN,,,,,
363,Procter & Gamble Health Ltd.,PHARMA,PGHL,,,,,
364,Procter & Gamble Hygiene & Health Care Ltd.,CONSUMER GOODS,PGHH,,,,,
365,Punjab National Bank,FINANCIAL SERVICES,PNB,,,,,
366,Quess Corp Ltd.,SERVICES,QUESS,,,,,
367,RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,,,,,
368,REC Ltd.,FINANCIAL SERVICES,RECLTD,,,,,
369,RITES Ltd.,SERVICES,RITES,,,,,
370,Radico Khaitan Ltd,CONSUMER GOODS,RADICO,,,,,
371,Rail Vikas Nigam Ltd.,CONSTRUCTION,RVNL,,,,,
372,Rain Industries Ltd,CHEMICALS,RAIN,,,,,
373,Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,,,,,
374,Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,,,,,
375,Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,RCF,,,,,
376,Ratnamani Metals & Tubes Ltd.,METALS,RATNAMANI,,,,,
377,Raymond Ltd.,TEXTILES,RAYMOND,,,,,
378,Redington (India) Ltd.,SERVICES,REDINGTON,,,,,
379,Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,,,,,
380,Reliance Industries Ltd.,OIL & GAS,RELIANCE,,,,,
381,Responsive Industries Ltd.,CONSUMER GOODS,RESPONIND,,,,,
382,Rossari Biotech Ltd.,CHEMICALS,ROSSARI,,,,,
383,Route Mobile Ltd.,IT,ROUTE,,,,,
384,SBI Cards and Payment Services Ltd.,FINANCIAL SERVICES,SBICARD,,,,,
385,SBI Life Insurance Company Ltd.,FINANCIAL SERVICES,SBILIFE,,,,,
386,SIS Ltd.,SERVICES,SIS,,,,,
387,SJVN Ltd.,POWER,SJVN,,,,,
388,SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,,,,,
389,SRF Ltd.,CHEMICALS,SRF,,,,,
390,Sanofi India Ltd.,PHARMA,SANOFI,,,,,
391,Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,,,,,
392,Schneider Electric Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,SCHNEIDER,,,,,
393,Sequent Scientific Ltd.,PHARMA,SEQUENT,,,,,
394,Sharda Cropchem Ltd.,FERTILISERS & PESTICIDES,SHARDACROP,,,,,
395,Sheela Foam Ltd.,CONSUMER GOODS,SFL,,,,,
396,Shilpa Medicare Ltd.,PHARMA,SHILPAMED,,,,,
397,Shipping Corporation of India Ltd.,SERVICES,SCI,,,,,
398,Shoppers Stop Ltd.,CONSUMER SERVICES,SHOPERSTOP,,,,,
399,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,,,,,
400,Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,,,,,
401,Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,,,,,
402,Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,,,,,
403,Sobha Ltd.,CONSTRUCTION,SOBHA,,,,,
404,Solar Industries India Ltd.,CHEMICALS,SOLARINDS,,,,,
405,Solara Active Pharma Sciences Ltd.,PHARMA,SOLARA,,,,,
406,Sonata Software Ltd.,IT,SONATSOFTW,,,,,
407,Spandana Sphoorty Financial Ltd.,FINANCIAL SERVICES,SPANDANA,,,,,
408,Spicejet Ltd.,SERVICES,SPICEJET,,,,,
409,Star Cement Ltd.,CEMENT & CEMENT PRODUCTS,STARCEMENT,,,,,
410,State Bank of India,FINANCIAL SERVICES,SBIN,,,,,
411,Steel Authority of India Ltd.,METALS,SAIL,,,,,
412,Sterling And Wilson Solar Ltd.,CONSTRUCTION,SWSOLAR,,,,,
413,Sterlite Technologies Ltd.,TELECOM,STLTECH,,,,,
414,Strides Pharma Science Ltd.,PHARMA,STAR,,,,,
415,Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,,,,,
416,Sumitomo Chemical India Ltd.,FERTILISERS & PESTICIDES,SUMICHEM,,,,,
417,Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,,,,,
418,Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,,,,,
419,Sun TV Network Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,SUNTV,,,,,
420,Sundaram Clayton Ltd.,AUTOMOBILE,SUNCLAYLTD,,,,,
421,Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,,,,,
422,Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,,,,,
423,Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,,,,,
424,Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,,,,,
425,Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,,,,,
426,Supreme Petrochem Ltd.,CHEMICALS,SUPPETRO,,,,,
427,Suven Pharmaceuticals Ltd.,PHARMA,SUVENPHAR,,,,,
428,Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,,,,,
429,Swan Energy Ltd.,TEXTILES,SWANENERGY,,,,,
430,Symphony Ltd.,CONSUMER GOODS,SYMPHONY,,,,,
431,Syngene International Ltd.,HEALTHCARE SERVICES,SYNGENE,,,,,
432,TCI Express Ltd.,SERVICES,TCIEXP,,,,,
433,TCNS Clothing Co. Ltd.,TEXTILES,TCNSBRANDS,,,,,
434,TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,,,,,
435,TV18 Broadcast Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,TV18BRDCST,,,,,
436,TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,,,,,
437,Tanla Platforms Ltd.,IT,TANLA,,,,,
438,Tasty Bite Eatables Ltd.,CONSUMER GOODS,TASTYBITE,,,,,
439,Tata Chemicals Ltd.,CHEMICALS,TATACHEM,,,,,
440,Tata Coffee Ltd.,CONSUMER GOODS,TATACOFFEE,,,,,
441,Tata Communications Ltd.,TELECOM,TATACOMM,,,,,
442,Tata Consultancy Services Ltd.,IT,TCS,,,,,
443,Tata Consumer Products Ltd.,CONSUMER GOODS,TATACONSUM,,,,,
444,Tata Elxsi Ltd.,IT,TATAELXSI,,,,,
445,Tata Investment Corporation Ltd.,FINANCIAL SERVICES,TATAINVEST,,,,,
446,Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,,,,,
447,Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,,,,,
448,Tata Power Co. Ltd.,POWER,TATAPOWER,,,,,
449,Tata Steel Ltd.,METALS,TATASTEEL,,,,,
450,Teamlease Services Ltd.,SERVICES,TEAMLEASE,,,,,
451,Tech Mahindra Ltd.,IT,TECHM,,,,,
452,The New India Assurance Company Ltd.,FINANCIAL SERVICES,NIACL,,,,,
453,The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,,,,,
454,Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,,,,,
455,Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,,,,,
456,Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,,,,,
457,Titan Company Ltd.,CONSUMER GOODS,TITAN,,,,,
458,Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,,,,,
459,Torrent Power Ltd.,POWER,TORNTPOWER,,,,,
460,Trent Ltd.,CONSUMER SERVICES,TRENT,,,,,
461,Trident Ltd.,TEXTILES,TRIDENT,,,,,
462,Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING,TRITURBINE,,,,,
463,Tube Investments of India Ltd.,AUTOMOBILE,TIINDIA,,,,,
464,UCO Bank,FINANCIAL SERVICES,UCOBANK,,,,,
465,UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,,,,,
466,UPL Ltd.,FERTILISERS & PESTICIDES,UPL,,,,,
467,UTI Asset Management Company Ltd.,FINANCIAL SERVICES,UTIAMC,,,,,
468,Ujjivan Financial Services Ltd.,FINANCIAL SERVICES,UJJIVAN,,,,,
469,Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES,UJJIVANSFB,,,,,
470,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,,,,,
471,Union Bank of India,FINANCIAL SERVICES,UNIONBANK,,,,,
472,United Breweries Ltd.,CONSUMER GOODS,UBL,,,,,
473,United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,,,,,
474,V-Guard Industries Ltd.,CONSUMER GOODS,VGUARD,,,,,
475,V-Mart Retail Ltd.,CONSUMER SERVICES,VMART,,,,,
476,V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,,,,,
477,VST Industries Ltd.,CONSUMER GOODS,VSTIND,,,,,
478,Vaibhav Global Ltd.,CONSUMER SERVICES,VAIBHAVGBL,,,,,
479,Vakrangee Ltd.,IT,VAKRANGEE,,,,,
480,Valiant Organics Ltd.,CHEMICALS,VALIANTORG,,,,,
481,Vardhman Textiles Ltd.,TEXTILES,VTL,,,,,
482,Varroc Engineering Ltd.,AUTOMOBILE,VARROC,,,,,
483,Varun Beverages Ltd.,CONSUMER GOODS,VBL,,,,,
484,Vedanta Ltd.,METALS,VEDL,,,,,
485,Venky's (India) Ltd.,CONSUMER GOODS,VENKEYS,,,,,
486,Vinati Organics Ltd.,CHEMICALS,VINATIORGA,,,,,
487,Vodafone Idea Ltd.,TELECOM,IDEA,,,,,
488,Voltas Ltd.,CONSUMER GOODS,VOLTAS,,,,,
489,WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,,,,,
490,Welspun Corp Ltd.,METALS,WELCORP,,,,,
491,Welspun India Ltd.,TEXTILES,WELSPUNIND,,,,,
492,Westlife Development Ltd.,CONSUMER SERVICES,WESTLIFE,,,,,
493,Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,,,,,
494,Wipro Ltd.,IT,WIPRO,,,,,
495,Wockhardt Ltd.,PHARMA,WOCKPHARMA,,,,,
496,Yes Bank Ltd.,FINANCIAL SERVICES,YESBANK,,,,,
497,Zee Entertainment Enterprises Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,ZEEL,,,,,
498,Zensar Technolgies Ltd.,IT,ZENSARTECH,,,,,
499,Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,,,,,
500,eClerx Services Ltd.,IT,ECLERX,,,,,
